id,author_id,lang,created_at,geo__coordinates__coordinates__001,geo__coordinates__coordinates__002,text,entities__urls__url,,,,,
1.22479E+18,925437584,it,2020-02-04T20:40:36.000Z,,,@AlaskaSpines @Centralinedb Domenica scorsa la differenza si sentiva dall'odore dell'aria! scrivo questo tweet da Addis Abeba Etiopia e non avete idea dell'inquinamento che c'è qui nelle strade con i bus euro sottozero e le auto anni 70. Penso a mendicanti e vigili che stanno tutto il giorno nel traffico https://t.co/awdhKYAn5p,https://t.co/awdhKYAn5p,,,,,
1.22132E+18,311929309,en,2020-01-26T06:51:53.000Z,,,"Good morning ? Uganda, it is match day in Bahir Dar!\nOur U17 national women football team is playing against Ethiopia in the return leg of the first round of the @FIFAWWC Qualifiers https://t.co/2q8p6mpxcN",https://t.co/2q8p6mpxcN,,,,,
1.21876E+18,9.12532E+17,en,2020-01-19T05:15:10.000Z,,,peep the location,,,,,,
1.21875E+18,4424001023,en,2020-01-19T04:31:03.000Z,37.3886,11.5937,"MEET ME if you can! \n\nOn the way to Gondar, stop for overnight here in Bahirdar to show mates this Romantic Town and to see Homies. #visit @ Bahir Dar - ??? ?? https://t.co/F5YJw6ScS5",https://t.co/F5YJw6ScS5,,,,,
1.21709E+18,4084211,en,2020-01-14T14:08:52.000Z,37.3833,11.6,"Patiently Waiting On Gondar Road #ethiopia #gondar #bahirdar #amhara #hornofafrica #africa #wolo #gojam @ Bahar Dar Ghiorghis, Gojam, Ethiopia https://t.co/8YTam7C1LP",https://t.co/8YTam7C1LP,,,,,
1.21708E+18,4084211,en,2020-01-14T13:58:52.000Z,37.3833,11.6,"Smiling shopkeeper on Gondar Road #ethiopia #gondar #hornofafrica #bahirdar #africa #amhara @ Bahar Dar Ghiorghis, Gojam, Ethiopia https://t.co/fOEiWD2v2t",https://t.co/fOEiWD2v2t,,,,,
1.21488E+18,151456875,in,2020-01-08T12:06:32.000Z,37.388,11.5925,#moodall2020 #JammingWithAFewGoodMen\n@Chin_iAm @kamalajiboye abiolaoke \n#TumaNesh @ Bahir Dar https://t.co/R4FjkyVoKy,https://t.co/R4FjkyVoKy,,,,,
1.21244E+18,25235857,en,2020-01-01T18:38:11.000Z,,,"Cheers, Blessings &amp; Love ????? https://t.co/umxgEnneYE",https://t.co/umxgEnneYE,,,,,
1.21241E+18,356757162,und,2020-01-01T16:16:31.000Z,37.3886,11.5937,Lac Tana #ethiopia Là où naît le Nil bleu ! ? ???? ??? ???? ??????! à Bahir Dar - ??? ?? https://t.co/Z1RjaPn6Dh,https://t.co/Z1RjaPn6Dh,,,,,
1.2121E+18,9.7605E+17,ar,2019-12-31T19:35:48.000Z,,,???? ???? ???? ???? ????? ?? ????? ????? ?? https://t.co/PbF9E4PgZq,https://t.co/PbF9E4PgZq,,,,,
1.21187E+18,1317780956,en,2019-12-31T04:33:58.000Z,37.3843,11.5986,"Bringing in the new year at Lake Tana. Mantra for 2020: more being, less doing. \n\nAzla will be closed on 12/31 and 1/1. We will see you on the other side of 2020 familia? #melkamaddisamet @ Bahir Dar Kuriftu https://t.co/to2AQ5h0w7",https://t.co/to2AQ5h0w7,,,,,
1.21179E+18,65052556,en,2019-12-30T23:39:09.000Z,37.3886,11.5937,When the Couple behind you is shooting their cover of Africa W magazine... atleast I got photobombed by the best to ever do it @burrcardi and conor  #Tumanesh @ Bahir Dar - ??? ?? https://t.co/isV8iViB6o,https://t.co/isV8iViB6o,,,,,
1.21174E+18,20560313,en,2019-12-30T20:04:43.000Z,37.3886,11.5937,"I’m a African American trying to dance African in Africa. Thanks to my tribe for egging me on and the Red-Bone videographer @msRikki3 ( @tumabasa put me on the spot and called this guy over to me, didn’t want to… https://t.co/argyRpnIR7",https://t.co/argyRpnIR7,,,,,
1.21165E+18,20560313,en,2019-12-30T13:50:33.000Z,37.3886,11.5937,Look back at it! Our African drip. @msRikki3 completes me and makes me look good. #tumanesh @ Bahir Dar - ??? ?? https://t.co/CsgNU5xCSm,https://t.co/CsgNU5xCSm,,,,,
1.21164E+18,34570123,fr,2019-12-30T13:12:50.000Z,37.3886,11.5937,Sustainable transport convoy. @ Bahir Dar - ??? ?? https://t.co/U5XXZXjP4K,https://t.co/U5XXZXjP4K,,,,,
1.21156E+18,20560313,en,2019-12-30T08:29:36.000Z,37.3886,11.5937,"So happy we were able to witness this wedding and this experience in Bahir Dar, Ethiopia @abaynesh206 @tumabasa #tumanesh #theconnector @ Bahir Dar - ??? ?? https://t.co/vd40jn7bQD",https://t.co/vd40jn7bQD,,,,,
1.21156E+18,65052556,en,2019-12-30T08:10:41.000Z,37.3843,11.5986,Just out here in Bahir Dar minding our business... when a whole photo shoot happened  Creative Directors: @elletheartist @burrcardi DP: danadanenofame #TumaNesh @ Bahir Dar Kuriftu https://t.co/kHyHJcayKu,https://t.co/kHyHJcayKu,,,,,
1.21136E+18,1394059598,nl,2019-12-29T19:03:51.000Z,37.388,11.5925,29 december #orthodoxe feestdag #Ethiopië #Afrika. Ceremonies &amp; soort #bedevaart van duizenden mensen. @RuudvanEmpel @Jverdegaalcoach #NeverStopTravelling #reisbureau #Eersel #Bergeijk @ Bahir Dar https://t.co/K0eqZq2lhl,https://t.co/K0eqZq2lhl,,,,,
1.21135E+18,331802622,ca,2019-12-29T17:56:00.000Z,37.3835,11.5981,"Cultureel Ethiopisch Restaurant! (@ Checheho Cultural Restaurant in Bahir Dar, Amhara) https://t.co/PU5OAWmdny",https://t.co/PU5OAWmdny,,,,,
1.21135E+18,331802622,nl,2019-12-29T17:55:37.000Z,37.3835,11.5981,Matig Ethiopisch biertje! #Proost - Drinking a Harar Beer by Harar Beer @ Checheho Cultural Restaurant  — https://t.co/44KnMMXzCI,https://t.co/44KnMMXzCI,,,,,
1.21124E+18,331802622,in,2019-12-29T10:43:39.000Z,37.3861,11.5976,"Lunch at #LakeTana (@ Lake Tana in Bahir Dar, Amhara) https://t.co/E9Pm78kYRd",https://t.co/E9Pm78kYRd,,,,,
1.21119E+18,20560313,en,2019-12-29T07:54:19.000Z,37.388,11.5925,We celebrating with @tumabasa @abaynesh206 in Ethiopia. #TheConnector @ Bahir Dar https://t.co/wb02yrJE1w,https://t.co/wb02yrJE1w,,,,,
1.21113E+18,331802622,cy,2019-12-29T03:34:27.000Z,37.3863,11.5949,Goodmorning #Ethiopia (@ Bahir Dar Ethiopia) https://t.co/YTT6T8ygog,https://t.co/YTT6T8ygog,,,,,
1.20954E+18,152652098,en,2019-12-24T18:17:24.000Z,37.3886,11.5937,Here’s wishing everyone a very merry Christmas. May the year ahead be as bright and vibrant as these magnificent murals from the orthodox churches of Ethiopia. Though Axum and Lalibela are well known on the Christian… https://t.co/QOOSzmLbvh,https://t.co/QOOSzmLbvh,,,,,
1.20954E+18,203237012,en,2019-12-24T18:17:04.000Z,37.3886,11.5937,Here’s wishing everyone a very merry Christmas. May the year ahead be as bright and vibrant as these magnificent murals from the orthodox churches of Ethiopia. Though Axum and Lalibela are well known on the… https://t.co/kh8oq3OW3n,https://t.co/kh8oq3OW3n,,,,,
1.20878E+18,28147885,en,2019-12-22T16:12:01.000Z,37.3845,11.5985,Just posted a photo @ Ura Kidane Mihret Monastery https://t.co/W20XfIn4FB,https://t.co/W20XfIn4FB,,,,,
1.20878E+18,28147885,en,2019-12-22T16:03:49.000Z,37.3843,11.5986,"A spiritual, quiet, amazing day touring 13th Century Ethiopian Orthodox monasteries on Lake Tana.  Birds, plants, incense burning everywhere, and even hippos.  Calm and perfect day with my… https://t.co/EgNZTq8MZM",https://t.co/EgNZTq8MZM,,,,,
1.20878E+18,28147885,en,2019-12-22T15:58:53.000Z,37.3843,11.5986,Just posted a photo @ Bahir Dar Kuriftu https://t.co/n0XAdRIF3K,https://t.co/n0XAdRIF3K,,,,,
1.20859E+18,28147885,in,2019-12-22T03:19:17.000Z,37.3843,11.5986,Sunrise on Lake Tana @ Bahir Dar Kuriftu https://t.co/FSd0aY0ZBJ,https://t.co/FSd0aY0ZBJ,,,,,
1.20541E+18,8.22902E+17,en,2019-12-13T08:44:21.000Z,,,"The moon is a loyal companion.\nIt never leaves. Every day it’s a different version of itself. Sometimes weak and wan, sometimes strong and full of light. The moon understands what it means to be human.Uncertain. Alone. Cratered by imperfections. #FullMoon #NewYear https://t.co/UczFU6OT5k",https://t.co/UczFU6OT5k,,,,,
1.20325E+18,9.87596E+17,und,2019-12-07T09:37:08.000Z,,,https://t.co/f5VOkEkOlE,https://t.co/f5VOkEkOlE,,,,,
1.2027E+18,1193448498,eu,2019-12-05T21:13:48.000Z,37.3888,11.5937,#laketana #bluenile #bahirdar @ Bahir Dar - ??? ?? https://t.co/KbphVAHMGf,https://t.co/KbphVAHMGf,,,,,
1.20255E+18,7.13858E+17,in,2019-12-05T11:07:30.000Z,37.388,11.5925,"Natural Healing 1\nBahir Dar, Ethiopia\n#ethiopia #bahirdar #nature #naturephotography #cannon #healing #healingbeauty #photography #beautyfulcity #mybeautyfulcity @ Bahir Dar https://t.co/f9FM5mMBhv",https://t.co/f9FM5mMBhv,,,,,
1.19682E+18,1.17107E+18,cy,2019-11-19T16:05:25.000Z,,,Ethiopia vs Ivory Cost 19/11/2019 https://t.co/e9YVmiQ7pf,https://t.co/e9YVmiQ7pf,,,,,
1.19536E+18,1726541742,en,2019-11-15T15:10:55.000Z,37.3845,11.5986,Beautiful Hamer girl in the southern Omo valley Ethiopia. #hamergirl #tribalgirls #visitethiopia???????? #travelwithbonafideethiopiatours #ethiopiatravel #ethiopiantravel #bonafideethiopiatours #tribaltour… https://t.co/c6qNdRWmKP,https://t.co/c6qNdRWmKP,,,,,
1.19361E+18,796736406,en,2019-11-10T19:13:20.000Z,37.3888,11.5937,Just posted a photo @ Bahir Dar - ??? ?? https://t.co/JYqxo7aQNi,https://t.co/JYqxo7aQNi,,,,,
1.19288E+18,15901166,en,2019-11-08T18:45:47.000Z,,,Four days in Ethiopia so far ?????? https://t.co/pcMP8l2lNo,https://t.co/pcMP8l2lNo,,,,,
1.18311E+18,1898147886,cy,2019-10-12T19:40:15.000Z,37.3888,11.5937,"Thunder on #laketana, bahirdar ethiopia @ Bahir Dar - ??? ?? https://t.co/HaONDJQZbV",https://t.co/HaONDJQZbV,,,,,
1.1666E+18,7.30111E+17,in,2019-08-28T06:19:46.000Z,37.3888,11.5937,No Filter..jst Life..Thank u Bahir Dar @ Bahir Dar - ??? ?? https://t.co/BjXKOSdJoe,https://t.co/BjXKOSdJoe,,,,,
1.16633E+18,2245871372,en,2019-08-27T12:51:57.000Z,37.3844,11.5986,When you see rigging a video camera you can be pretty sure that an adventure is going to happen. #Adventure #Filming #Karga. @ Bahir Dar Kuriftu https://t.co/XsyPbDO6gz,https://t.co/XsyPbDO6gz,,,,,
1.16574E+18,8.82119E+17,en,2019-08-25T21:36:11.000Z,37.3854,11.5957,"Good night ???? (@ Unison Hotel in Bahir Dar, Amhara) https://t.co/yUfpOpY6GX",https://t.co/yUfpOpY6GX,,,,,
1.16491E+18,2245871372,en,2019-08-23T14:35:37.000Z,37.3888,11.5937,The whole point of taking pictures is so that you don’t have to explain things with words. #Filming #Crews #losangeles #Karga #Adventure #redcamera #gopro #dereje_gashaw_d_j @ Bahir Dar - ??? ?? https://t.co/xKnExruqq7,https://t.co/xKnExruqq7,,,,,
1.1649E+18,2245871372,is,2019-08-23T14:18:40.000Z,37.3844,11.5986,Kuriftu lodge in Babirdar. #Lodge #monastery #Tana #shore  #dereje_gashaw_d_j @ Bahir Dar Kuriftu https://t.co/icAF9YSgRy,https://t.co/icAF9YSgRy,,,,,
1.16313E+18,72601613,pt,2019-08-18T16:32:01.000Z,37.388,11.5925,"Pra finalizar essa viagem incrível na Etiópia gostaria de compartilhar que não recomendo ir “on your own”. É tudo muito diferente, é uma país muito simples de pessoas muito simples e sem infraestrutura. Nosso guia… https://t.co/kDUcJ0D2Sd",https://t.co/kDUcJ0D2Sd,,,,,
1.15913E+18,4266516400,ca,2019-08-07T16:10:16.000Z,37.3888,11.5937,"-/Val, Cat/ Front al discurs de la por, odi i racisme, respondrem sempre amb AMOR,TOLERÀNCIA i JUSTÍCIA SOCIAL. I si ens posàrem a les xarxes una foto bonica amb persones de diferent color, religió, cultura, com a… https://t.co/ojLG53j0xK",https://t.co/ojLG53j0xK,,,,,
1.15832E+18,4266516400,en,2019-08-05T09:53:35.000Z,37.3888,11.5937,They are called Papyrus boat and have been used in Lake Tana since 9th century.\nLake taka is located in Bahir Dar. It's the biggest lake in Ethiopia and one of the biggest in Africa.\nEthiopia is live history and rich… https://t.co/5ks0aemlF7,https://t.co/5ks0aemlF7,,,,,
1.15658E+18,4266516400,ca,2019-07-31T14:50:18.000Z,37.3888,11.5937,"-/Val, Cat/ Han arribat! Aquesta setmana, el director de l'IES El Ravatxol ens ho comunicava. Quin enriquiment per a l'alumnat! Escoltar de primera mà el potencial d'Etiòpia, la calidesa de la seua gent, la història… https://t.co/kM3lpg7Uyi",https://t.co/kM3lpg7Uyi,,,,,
1.15616E+18,4266516400,en,2019-07-30T11:20:46.000Z,37.3888,11.5937,"""Young Children don't care about differences of nationality, faith or race. So long as their companions smile, they play together happily. It seems it's only as we grow up, in the course of education, that focusing… https://t.co/CcjuBPgyOE",https://t.co/CcjuBPgyOE,,,,,
1.14997E+18,4266516400,en,2019-07-13T08:54:57.000Z,37.3888,11.5937,"The best avocado juice I've ever tried.\nBahir Dar, Ethiopia.\n\n#travelphotograpy #fruit #health #foodporn #foodie #ethiopia #africahugs #africahugsjourney #beautiful #instagram #avocado #juice @ Bahir Dar - ??? ?? https://t.co/GlGcn6AgKM",https://t.co/GlGcn6AgKM,,,,,
1.14971E+18,4266516400,ca,2019-07-12T15:48:04.000Z,37.3888,11.5937,"-/Val,Cat/ L'última escola visitada a Etiòpia, l'institut públic Ghion Secondary School de Bahir Dar. Hem compartit un temps d'aprenentatge únic, valuós. Hem fet debats i, enviem 44 postals a l'IES El Ravatxol de… https://t.co/CtVHDb8KiP",https://t.co/CtVHDb8KiP,,,,,
1.14817E+18,4266516400,ca,2019-07-08T09:47:07.000Z,37.3888,11.5937,"-/Val,Cat/ Després d'una profitosa reunió amb el director i el professor d'història de l'IES Ghion de Bahir Dar, Etiòpia. És molt comú, en aquesta zona, menjar tramussos i creïlles bollides. Sempre amb Injera ( pa… https://t.co/iAMWSU9Ljg",https://t.co/iAMWSU9Ljg,,,,,
1.14257E+18,769126484,en,2019-06-22T22:56:42.000Z,37.388,11.5925,????Wake the f**k up????\n\n#startup #habesha #ethiopia???? @ Bahir Dar https://t.co/sJqlpjhnFp,https://t.co/sJqlpjhnFp,,,,,
1.14177E+18,4266516400,ca,2019-06-20T18:21:48.000Z,37.3888,11.5937,"-/Val,Cat/ Etiòpia, tot i que és un país on és consumeix molta carn de vedella, pot ser un paradís per als vegetarians o vegans, amb més de 200 dies de dejuni a l'any i plats tan ben elaborats com Beyayenet. Avuí… https://t.co/outj9Ad31u",https://t.co/outj9Ad31u,,,,,
1.14128E+18,4266516400,ca,2019-06-19T09:34:34.000Z,37.3882,11.5946,"Lake Tana , Bahir Dar, Ethiopia. \nUn troset de món que paga la pena visitar https://t.co/dWrG8ARPck",https://t.co/dWrG8ARPck,,,,,
1.14123E+18,230475930,es,2019-06-19T06:34:14.000Z,37.3958,11.5972,Resumen de un día increible de FORMACION y TRATAMIENTO en #bahirdar #bahirdaruniversity #etiopia #runnersforethiopia2019\n#quenotelocuentenvivelo en Bahir Dar University https://t.co/cbntT7WfRl,https://t.co/cbntT7WfRl,,,,,
1.13737E+18,4266516400,ca,2019-06-08T14:36:32.000Z,37.3888,11.5937,"-/Val, Cat/ Ahir vam fer quasi 2h de debat Spain-Ethiopia. Que a prop estem i que lluny ens fan sentir per al benefici d'uns pocs. Ethiopia es pura simpatia, calidesa, pau. Vine i brreja't amb els locals. Que no t'ho… https://t.co/Mh5T6934gi",https://t.co/Mh5T6934gi,,,,,
1.13663E+18,4266516400,ca,2019-06-06T13:51:50.000Z,37.3888,11.5937,"-/Val,Cat) Debats com aquests deurien fer-se cada dia als sistemes educatius d'occident. Més contacte directe amb Àfrica, més projectes educatius respectuosos amb elles i ells. Nosaltres estem ja preparades.… https://t.co/r2wErkDjQ8",https://t.co/r2wErkDjQ8,,,,,
1.13655E+18,4266516400,ca,2019-06-06T08:40:04.000Z,37.3888,11.5937,"-/Val,Cat/ Encara que no ho semble, ahí està escrit en Amharic, el meu nom. Ahir anàrem a la conselleria d'educació de la regió de Amhara, Etiòpia, per explicar-los en què consisteixen les activitats que proposem i… https://t.co/tjBP3bvRYi",https://t.co/tjBP3bvRYi,,,,,
1.13624E+18,4266516400,ca,2019-06-05T12:08:10.000Z,37.3888,11.5937,"-/Val,Cat/ Ara entenc perquè Haile Selassie va crear tan eficientment Ethiopian Airlines. El trajecte de Addis a Bahir Dar està banyat de Infinites muntanyes, Canyons inabarcables, Valls ferestes. \n\n???? Now i… https://t.co/VFHi3bbaOK",https://t.co/VFHi3bbaOK,,,,,
1.13547E+18,715940443,en,2019-06-03T09:03:54.000Z,37.3945,11.5751,Interesting discussions on research and grant proposal writing.\nThank you @UEL_News @GCRF @bdueduet! https://t.co/fXtZgbWJxg,https://t.co/fXtZgbWJxg,,,,,
1.13019E+18,8.16738E+17,en,2019-05-19T19:17:48.000Z,37.388,11.5925,Read my travel guide to Bahir Dar including ideas on where to stay and what to see and do.\n\nhttps://t.co/tKYg627Owc\n\n#travel #travelphotography #travelblogger #ttot #africa… https://t.co/MXf0S1XhJS,https://t.co/tKYg627Owc,,,,,
1.12976E+18,1.10508E+18,en,2019-05-18T14:52:33.000Z,37.3854,11.5958,"It’s Saturday!\nJump high, dream big and never surrender. #Feelingawesome #SaturdayThoughts https://t.co/6Dd1jEY3Sl",https://t.co/6Dd1jEY3Sl,,,,,
1.12823E+18,2244204812,und,2019-05-14T09:18:24.000Z,37.388,11.5925,?? ???? @ Bahir Dar https://t.co/41lR5bKk1q,https://t.co/41lR5bKk1q,,,,,
1.12822E+18,2244204812,en,2019-05-14T08:57:11.000Z,37.3888,11.5937,Just posted a photo @ Bahir Dar - ??? ?? https://t.co/XaacZMbyP8,https://t.co/XaacZMbyP8,,,,,
1.12722E+18,144927584,in,2019-05-11T14:24:01.000Z,37.3844,11.5986,#Ethiopia\nBahir Dar\nLake Tana ?? https://t.co/MYzIobKC0J,https://t.co/MYzIobKC0J,,,,,
1.12683E+18,2975272448,en,2019-05-10T12:43:48.000Z,37.3888,11.5937,Fishermen feedings Great White Pelican \n????????????\nLake Tana Bahirdar Ethiopia \n\n#ethiopia #bahirdar #petermckinnon #photography #portrait #laketana #photographylovers #blackandwhite… https://t.co/BqSBeLYprj,https://t.co/BqSBeLYprj,,,,,
1.12675E+18,2244204812,in,2019-05-10T07:34:14.000Z,37.388,11.5925,Systems of an organism @ Bahir Dar https://t.co/BUwLo1RMXo,https://t.co/BUwLo1RMXo,,,,,
1.1266E+18,2975272448,et,2019-05-09T21:41:05.000Z,37.3888,11.5937,"??? ???? ????? \nLake Tana \n\nGreat White Pelican in Bhairdar,Ethiopia\n\n#ethiopia #eastafrican #photooftheday #photograph #photography #bahirdar #beautiful #nikond7200… https://t.co/nIi7mGU6wl",https://t.co/nIi7mGU6wl,,,,,
1.12292E+18,1668597824,in,2019-04-29T17:59:44.000Z,37.388,11.5925,Peaceful #ethiopia #bahardar #africa @ Bahir Dar https://t.co/mCxcOgMOoY,https://t.co/mCxcOgMOoY,,,,,
