"license","id","owner","secret","server","farm","title","ispublic","isfriend","isfamily","dateupload","lastupdate","datetaken","datetakengranularity","datetakenunknown","count_views","count_faves","count_comments","accuracy","context","place_id","woeid","geo_is_public","geo_is_contact","geo_is_friend","geo_is_family","url_sq","height_sq","width_sq","url_t","height_t","width_t","url_s","height_s","width_s","url_q","height_q","width_q","url_n","height_n","width_n","url_o","height_o","width_o","url_m","height_m","width_m","url_z","height_z","width_z","url_c","height_c","width_c","url_l","height_l","width_l","longitude","latitude","geometry","within","license_name","license_url"
0,6035788350,"56587123@N07","799fc7b57d",6200,7,"Portrait of a young girl in a monastery. Tana lake, Ethiopia",NA,NA,NA,2011-08-12 16:01:03,2016-09-10 09:08:42,2011-04-22 06:58:34,0,0,1576,2,1,16,0,"gNBqY0dQUbvJmRNL",1313880,NA,NA,NA,NA,"https://live.staticflickr.com/6200/6035788350_799fc7b57d_s.jpg",75,75,"https://live.staticflickr.com/6200/6035788350_799fc7b57d_t.jpg",71,100,"https://live.staticflickr.com/6200/6035788350_799fc7b57d_m.jpg",171,240,"https://live.staticflickr.com/6200/6035788350_799fc7b57d_q.jpg",150,150,"https://live.staticflickr.com/6200/6035788350_799fc7b57d_n.jpg",228,320,NA,NA,NA,"https://live.staticflickr.com/6200/6035788350_799fc7b57d.jpg",356,500,"https://live.staticflickr.com/6200/6035788350_799fc7b57d_z.jpg",456,640,"https://live.staticflickr.com/6200/6035788350_799fc7b57d_c.jpg",570,800,"https://live.staticflickr.com/6200/6035788350_799fc7b57d_b.jpg",730,1024,37.384414,11.6081,"c(37.384414, 11.6081)","1","All Rights Reserved","NA"
0,6035788336,"56587123@N07","de3657a944",6143,7,"Priest praying in a monastery of Tana lake. Ethiopia",NA,NA,NA,2011-08-12 16:01:03,2020-04-10 08:04:39,2011-04-22 07:00:52,0,0,1353,5,0,16,0,"gNBqY0dQUbvJmRNL",1313880,NA,NA,NA,NA,"https://live.staticflickr.com/6143/6035788336_de3657a944_s.jpg",75,75,"https://live.staticflickr.com/6143/6035788336_de3657a944_t.jpg",67,100,"https://live.staticflickr.com/6143/6035788336_de3657a944_m.jpg",160,240,"https://live.staticflickr.com/6143/6035788336_de3657a944_q.jpg",150,150,"https://live.staticflickr.com/6143/6035788336_de3657a944_n.jpg",213,320,NA,NA,NA,"https://live.staticflickr.com/6143/6035788336_de3657a944.jpg",333,500,"https://live.staticflickr.com/6143/6035788336_de3657a944_z.jpg",427,640,"https://live.staticflickr.com/6143/6035788336_de3657a944_c.jpg",533,800,"https://live.staticflickr.com/6143/6035788336_de3657a944_b.jpg",683,1024,37.385272,11.60852,"c(37.385272, 11.60852)","1","All Rights Reserved","NA"
0,6076391914,"56587123@N07","c71f57bfea",6204,7,"Holy writings in a monastery of Tana lake, Ethiopia",NA,NA,NA,2011-08-24 11:45:48,2012-02-17 05:23:18,2011-04-22 10:09:16,0,0,468,1,0,16,0,"gNBqY0dQUbvJmRNL",1313880,NA,NA,NA,NA,"https://live.staticflickr.com/6204/6076391914_c71f57bfea_s.jpg",75,75,"https://live.staticflickr.com/6204/6076391914_c71f57bfea_t.jpg",67,100,"https://live.staticflickr.com/6204/6076391914_c71f57bfea_m.jpg",160,240,"https://live.staticflickr.com/6204/6076391914_c71f57bfea_q.jpg",150,150,"https://live.staticflickr.com/6204/6076391914_c71f57bfea_n.jpg",213,320,NA,NA,NA,"https://live.staticflickr.com/6204/6076391914_c71f57bfea.jpg",333,500,"https://live.staticflickr.com/6204/6076391914_c71f57bfea_z.jpg",427,640,"https://live.staticflickr.com/6204/6076391914_c71f57bfea_c.jpg",533,800,"https://live.staticflickr.com/6204/6076391914_c71f57bfea_b.jpg",683,1024,37.384983,11.607543,"c(37.384983, 11.607543)","1","All Rights Reserved","NA"
0,6076381170,"56587123@N07","c23b4e9477",6207,7,"Orthodox celebration in a monastery of Tana lake, Ethiopia",NA,NA,NA,2011-08-24 11:39:52,2016-09-10 09:08:46,2011-04-22 10:14:58,0,0,509,1,0,16,0,"gNBqY0dQUbvJmRNL",1313880,NA,NA,NA,NA,"https://live.staticflickr.com/6207/6076381170_c23b4e9477_s.jpg",75,75,"https://live.staticflickr.com/6207/6076381170_c23b4e9477_t.jpg",67,100,"https://live.staticflickr.com/6207/6076381170_c23b4e9477_m.jpg",160,240,"https://live.staticflickr.com/6207/6076381170_c23b4e9477_q.jpg",150,150,"https://live.staticflickr.com/6207/6076381170_c23b4e9477_n.jpg",213,320,NA,NA,NA,"https://live.staticflickr.com/6207/6076381170_c23b4e9477.jpg",333,500,"https://live.staticflickr.com/6207/6076381170_c23b4e9477_z.jpg",427,640,"https://live.staticflickr.com/6207/6076381170_c23b4e9477_c.jpg",533,800,"https://live.staticflickr.com/6207/6076381170_c23b4e9477_b.jpg",683,1024,37.385219,11.608179,"c(37.385219, 11.608179)","1","All Rights Reserved","NA"
0,6114589774,"51856692@N04","79aa0d2f9f",6189,7,"P1050424",NA,NA,NA,2011-09-05 00:34:21,2014-04-22 18:29:04,2011-07-27 03:19:17,0,0,123,0,0,16,0,"ASa0H5hUVLoF1s8_AQ",56017436,NA,NA,NA,NA,"https://live.staticflickr.com/6189/6114589774_79aa0d2f9f_s.jpg",75,75,"https://live.staticflickr.com/6189/6114589774_79aa0d2f9f_t.jpg",75,100,"https://live.staticflickr.com/6189/6114589774_79aa0d2f9f_m.jpg",180,240,"https://live.staticflickr.com/6189/6114589774_79aa0d2f9f_q.jpg",150,150,"https://live.staticflickr.com/6189/6114589774_79aa0d2f9f_n.jpg",240,320,"https://live.staticflickr.com/6189/6114589774_5f87a66096_o.jpg",768,1024,"https://live.staticflickr.com/6189/6114589774_79aa0d2f9f.jpg",375,500,"https://live.staticflickr.com/6189/6114589774_79aa0d2f9f_z.jpg",480,640,"https://live.staticflickr.com/6189/6114589774_79aa0d2f9f_c.jpg",600,800,"https://live.staticflickr.com/6189/6114589774_79aa0d2f9f_b.jpg",768,1024,37.253608,11.889524,"c(37.253608, 11.889524)","1","All Rights Reserved","NA"
0,6114587428,"51856692@N04","d68dc4bb55",6074,7,"P1000330",NA,NA,NA,2011-09-05 00:33:24,2011-09-12 02:36:58,2011-07-27 06:42:25,0,0,222,0,0,16,0,"ASa0H5hUVLoF1s8_AQ",56017436,NA,NA,NA,NA,"https://live.staticflickr.com/6074/6114587428_d68dc4bb55_s.jpg",75,75,"https://live.staticflickr.com/6074/6114587428_d68dc4bb55_t.jpg",64,100,"https://live.staticflickr.com/6074/6114587428_d68dc4bb55_m.jpg",154,240,"https://live.staticflickr.com/6074/6114587428_d68dc4bb55_q.jpg",150,150,"https://live.staticflickr.com/6074/6114587428_d68dc4bb55_n.jpg",205,320,"https://live.staticflickr.com/6074/6114587428_ef96141d85_o.jpg",655,1024,"https://live.staticflickr.com/6074/6114587428_d68dc4bb55.jpg",320,500,"https://live.staticflickr.com/6074/6114587428_d68dc4bb55_z.jpg",409,640,"https://live.staticflickr.com/6074/6114587428_d68dc4bb55_c.jpg",512,800,"https://live.staticflickr.com/6074/6114587428_d68dc4bb55_b.jpg",655,1024,37.390594,11.611883,"c(37.390594, 11.611883)","1","All Rights Reserved","NA"
0,6114049833,"51856692@N04","eec497e165",6086,7,"P1050482",NA,NA,NA,2011-09-05 00:36:41,2011-09-12 02:36:45,2011-07-27 07:28:48,0,0,121,0,0,16,0,"ASa0H5hUVLoF1s8_AQ",56017436,NA,NA,NA,NA,"https://live.staticflickr.com/6086/6114049833_eec497e165_s.jpg",75,75,"https://live.staticflickr.com/6086/6114049833_eec497e165_t.jpg",75,100,"https://live.staticflickr.com/6086/6114049833_eec497e165_m.jpg",180,240,"https://live.staticflickr.com/6086/6114049833_eec497e165_q.jpg",150,150,"https://live.staticflickr.com/6086/6114049833_eec497e165_n.jpg",240,320,"https://live.staticflickr.com/6086/6114049833_c5cc7564eb_o.jpg",768,1024,"https://live.staticflickr.com/6086/6114049833_eec497e165.jpg",375,500,"https://live.staticflickr.com/6086/6114049833_eec497e165_z.jpg",480,640,"https://live.staticflickr.com/6086/6114049833_eec497e165_c.jpg",600,800,"https://live.staticflickr.com/6086/6114049833_eec497e165_b.jpg",768,1024,37.30957,11.888517,"c(37.30957, 11.888517)","1","All Rights Reserved","NA"
0,6114588446,"51856692@N04","cb122c8b73",6075,7,"P1000336",NA,NA,NA,2011-09-05 00:33:49,2011-09-12 02:37:08,2011-07-27 07:31:40,0,0,109,0,0,16,0,"ASa0H5hUVLoF1s8_AQ",56017436,NA,NA,NA,NA,"https://live.staticflickr.com/6075/6114588446_cb122c8b73_s.jpg",75,75,"https://live.staticflickr.com/6075/6114588446_cb122c8b73_t.jpg",75,100,"https://live.staticflickr.com/6075/6114588446_cb122c8b73_m.jpg",180,240,"https://live.staticflickr.com/6075/6114588446_cb122c8b73_q.jpg",150,150,"https://live.staticflickr.com/6075/6114588446_cb122c8b73_n.jpg",240,320,"https://live.staticflickr.com/6075/6114588446_a45e4c497a_o.jpg",769,1024,"https://live.staticflickr.com/6075/6114588446_cb122c8b73.jpg",375,500,"https://live.staticflickr.com/6075/6114588446_cb122c8b73_z.jpg",481,640,"https://live.staticflickr.com/6075/6114588446_cb122c8b73_c.jpg",601,800,"https://live.staticflickr.com/6075/6114588446_cb122c8b73_b.jpg",769,1024,37.363815,11.672746,"c(37.363815, 11.672746)","1","All Rights Reserved","NA"
0,6114046809,"51856692@N04","3542f74ff7",6081,7,"P1000346",NA,NA,NA,2011-09-05 00:35:30,2014-06-07 01:18:05,2011-07-27 10:25:44,0,0,125,0,0,16,0,"ASa0H5hUVLoF1s8_AQ",56017436,NA,NA,NA,NA,"https://live.staticflickr.com/6081/6114046809_3542f74ff7_s.jpg",75,75,"https://live.staticflickr.com/6081/6114046809_3542f74ff7_t.jpg",75,100,"https://live.staticflickr.com/6081/6114046809_3542f74ff7_m.jpg",180,240,"https://live.staticflickr.com/6081/6114046809_3542f74ff7_q.jpg",150,150,"https://live.staticflickr.com/6081/6114046809_3542f74ff7_n.jpg",240,320,"https://live.staticflickr.com/6081/6114046809_9570302612_o.jpg",769,1024,"https://live.staticflickr.com/6081/6114046809_3542f74ff7.jpg",375,500,"https://live.staticflickr.com/6081/6114046809_3542f74ff7_z.jpg",481,640,"https://live.staticflickr.com/6081/6114046809_3542f74ff7_c.jpg",601,800,"https://live.staticflickr.com/6081/6114046809_3542f74ff7_b.jpg",769,1024,37.252922,11.888517,"c(37.252922, 11.888517)","1","All Rights Reserved","NA"
0,6114591356,"51856692@N04","0d752921ed",6208,7,"P1000344",NA,NA,NA,2011-09-05 00:34:56,2011-09-12 02:37:05,2011-07-27 10:25:30,0,0,128,0,0,16,0,"ASa0H5hUVLoF1s8_AQ",56017436,NA,NA,NA,NA,"https://live.staticflickr.com/6208/6114591356_0d752921ed_s.jpg",75,75,"https://live.staticflickr.com/6208/6114591356_0d752921ed_t.jpg",100,75,"https://live.staticflickr.com/6208/6114591356_0d752921ed_m.jpg",240,180,"https://live.staticflickr.com/6208/6114591356_0d752921ed_q.jpg",150,150,"https://live.staticflickr.com/6208/6114591356_0d752921ed_n.jpg",320,240,"https://live.staticflickr.com/6208/6114591356_1c67e8bde9_o.jpg",1024,769,"https://live.staticflickr.com/6208/6114591356_0d752921ed.jpg",500,375,"https://live.staticflickr.com/6208/6114591356_0d752921ed_z.jpg",640,481,"https://live.staticflickr.com/6208/6114591356_0d752921ed_c.jpg",800,601,"https://live.staticflickr.com/6208/6114591356_0d752921ed_b.jpg",1024,769,37.253608,11.888349,"c(37.253608, 11.888349)","1","All Rights Reserved","NA"
0,6114048227,"51856692@N04","0e65508a72",6080,7,"P1000387",NA,NA,NA,2011-09-05 00:36:02,2014-06-07 01:21:31,2011-07-27 11:03:03,0,0,114,0,0,16,0,"wdhlm81TUb6KS52m",2345312,NA,NA,NA,NA,"https://live.staticflickr.com/6080/6114048227_0e65508a72_s.jpg",75,75,"https://live.staticflickr.com/6080/6114048227_0e65508a72_t.jpg",75,100,"https://live.staticflickr.com/6080/6114048227_0e65508a72_m.jpg",180,240,"https://live.staticflickr.com/6080/6114048227_0e65508a72_q.jpg",150,150,"https://live.staticflickr.com/6080/6114048227_0e65508a72_n.jpg",240,320,"https://live.staticflickr.com/6080/6114048227_8351870277_o.jpg",769,1024,"https://live.staticflickr.com/6080/6114048227_0e65508a72.jpg",375,500,"https://live.staticflickr.com/6080/6114048227_0e65508a72_z.jpg",481,640,"https://live.staticflickr.com/6080/6114048227_0e65508a72_c.jpg",601,800,"https://live.staticflickr.com/6080/6114048227_0e65508a72_b.jpg",769,1024,37.252407,11.889357,"c(37.252407, 11.889357)","1","All Rights Reserved","NA"
0,6114597136,"51856692@N04","2a570d034a",6067,7,"P1000462",NA,NA,NA,2011-09-05 00:37:15,2014-06-07 01:19:43,2011-07-27 13:46:48,0,0,99,0,0,16,0,"ASa0H5hUVLoF1s8_AQ",56017436,NA,NA,NA,NA,"https://live.staticflickr.com/6067/6114597136_2a570d034a_s.jpg",75,75,"https://live.staticflickr.com/6067/6114597136_2a570d034a_t.jpg",100,75,"https://live.staticflickr.com/6067/6114597136_2a570d034a_m.jpg",240,180,"https://live.staticflickr.com/6067/6114597136_2a570d034a_q.jpg",150,150,"https://live.staticflickr.com/6067/6114597136_2a570d034a_n.jpg",320,240,"https://live.staticflickr.com/6067/6114597136_2acd30afd5_o.jpg",1024,769,"https://live.staticflickr.com/6067/6114597136_2a570d034a.jpg",500,375,"https://live.staticflickr.com/6067/6114597136_2a570d034a_z.jpg",640,481,"https://live.staticflickr.com/6067/6114597136_2a570d034a_c.jpg",800,601,"https://live.staticflickr.com/6067/6114597136_2a570d034a_b.jpg",1024,769,37.313346,11.893388,"c(37.313346, 11.893388)","1","All Rights Reserved","NA"
0,6114598600,"51856692@N04","35a83b17ff",6197,7,"P1050537",NA,NA,NA,2011-09-05 00:37:48,2014-04-22 18:37:46,2011-07-28 03:18:08,0,0,99,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/6197/6114598600_35a83b17ff_s.jpg",75,75,"https://live.staticflickr.com/6197/6114598600_35a83b17ff_t.jpg",75,100,"https://live.staticflickr.com/6197/6114598600_35a83b17ff_m.jpg",180,240,"https://live.staticflickr.com/6197/6114598600_35a83b17ff_q.jpg",150,150,"https://live.staticflickr.com/6197/6114598600_35a83b17ff_n.jpg",240,320,"https://live.staticflickr.com/6197/6114598600_f4e02264b3_o.jpg",768,1024,"https://live.staticflickr.com/6197/6114598600_35a83b17ff.jpg",375,500,"https://live.staticflickr.com/6197/6114598600_35a83b17ff_z.jpg",480,640,"https://live.staticflickr.com/6197/6114598600_35a83b17ff_c.jpg",600,800,"https://live.staticflickr.com/6197/6114598600_35a83b17ff_b.jpg",768,1024,37.566375,11.491463,"c(37.566375, 11.491463)","1","All Rights Reserved","NA"
0,6114600352,"51856692@N04","1116e09786",6191,7,"P1000489",NA,NA,NA,2011-09-05 00:38:28,2011-09-12 02:37:12,2011-07-28 09:31:32,0,0,92,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/6191/6114600352_1116e09786_s.jpg",75,75,"https://live.staticflickr.com/6191/6114600352_1116e09786_t.jpg",75,100,"https://live.staticflickr.com/6191/6114600352_1116e09786_m.jpg",180,240,"https://live.staticflickr.com/6191/6114600352_1116e09786_q.jpg",150,150,"https://live.staticflickr.com/6191/6114600352_1116e09786_n.jpg",240,320,"https://live.staticflickr.com/6191/6114600352_7a932a4b5e_o.jpg",769,1024,"https://live.staticflickr.com/6191/6114600352_1116e09786.jpg",375,500,"https://live.staticflickr.com/6191/6114600352_1116e09786_z.jpg",481,640,"https://live.staticflickr.com/6191/6114600352_1116e09786_c.jpg",601,800,"https://live.staticflickr.com/6191/6114600352_1116e09786_b.jpg",769,1024,37.503204,11.517705,"c(37.503204, 11.517705)","1","All Rights Reserved","NA"
