"license","id","owner","secret","server","farm","title","ispublic","isfriend","isfamily","dateupload","lastupdate","datetaken","datetakengranularity","datetakenunknown","count_views","count_faves","count_comments","accuracy","context","place_id","woeid","geo_is_public","geo_is_contact","geo_is_friend","geo_is_family","url_sq","height_sq","width_sq","url_t","height_t","width_t","url_s","height_s","width_s","url_q","height_q","width_q","url_m","height_m","width_m","url_n","height_n","width_n","url_z","height_z","width_z","url_c","height_c","width_c","url_o","height_o","width_o","url_l","height_l","width_l","longitude","latitude","geometry","within","license_name","license_url"
0,8533553464,"72948589@N00","ea2f05dc26",8390,9,"ETP-4818-20130123.jpg",NA,NA,NA,2013-03-06 05:20:00,2018-10-21 20:12:30,2013-01-23 14:25:36,0,0,92,0,0,16,0,"CBa7wAlQUbu8Dys6",1315232,NA,NA,NA,NA,"https://live.staticflickr.com/8390/8533553464_ea2f05dc26_s.jpg",75,75,"https://live.staticflickr.com/8390/8533553464_ea2f05dc26_t.jpg",100,67,"https://live.staticflickr.com/8390/8533553464_ea2f05dc26_m.jpg",240,160,"https://live.staticflickr.com/8390/8533553464_ea2f05dc26_q.jpg",150,150,"https://live.staticflickr.com/8390/8533553464_ea2f05dc26.jpg",500,334,"https://live.staticflickr.com/8390/8533553464_ea2f05dc26_n.jpg",320,214,"https://live.staticflickr.com/8390/8533553464_ea2f05dc26_z.jpg",640,427,"https://live.staticflickr.com/8390/8533553464_ea2f05dc26_c.jpg",800,534,NA,NA,NA,"https://live.staticflickr.com/8390/8533553464_ea2f05dc26_b.jpg",1024,683,37.519505,12.417102,"c(37.519505, 12.417102)","1","All Rights Reserved","NA"
0,8533553796,"72948589@N00","3dddd1f78d",8375,9,"ETP-4819-20130123.jpg",NA,NA,NA,2013-03-06 05:20:12,2018-10-21 20:12:30,2013-01-23 14:25:50,0,0,126,0,0,16,0,"CBa7wAlQUbu8Dys6",1315232,NA,NA,NA,NA,"https://live.staticflickr.com/8375/8533553796_3dddd1f78d_s.jpg",75,75,"https://live.staticflickr.com/8375/8533553796_3dddd1f78d_t.jpg",100,67,"https://live.staticflickr.com/8375/8533553796_3dddd1f78d_m.jpg",240,160,"https://live.staticflickr.com/8375/8533553796_3dddd1f78d_q.jpg",150,150,"https://live.staticflickr.com/8375/8533553796_3dddd1f78d.jpg",500,334,"https://live.staticflickr.com/8375/8533553796_3dddd1f78d_n.jpg",320,214,"https://live.staticflickr.com/8375/8533553796_3dddd1f78d_z.jpg",640,427,"https://live.staticflickr.com/8375/8533553796_3dddd1f78d_c.jpg",800,534,NA,NA,NA,"https://live.staticflickr.com/8375/8533553796_3dddd1f78d_b.jpg",1024,683,37.519574,12.414661,"c(37.519574, 12.414661)","1","All Rights Reserved","NA"
0,8533563526,"72948589@N00","6b747a1161",8241,9,"ETP-4851-20130123.jpg",NA,NA,NA,2013-03-06 05:25:48,2018-10-21 20:12:28,2013-01-23 14:33:30,0,0,235,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8241/8533563526_6b747a1161_s.jpg",75,75,"https://live.staticflickr.com/8241/8533563526_6b747a1161_t.jpg",67,100,"https://live.staticflickr.com/8241/8533563526_6b747a1161_m.jpg",160,240,"https://live.staticflickr.com/8241/8533563526_6b747a1161_q.jpg",150,150,"https://live.staticflickr.com/8241/8533563526_6b747a1161.jpg",334,500,"https://live.staticflickr.com/8241/8533563526_6b747a1161_n.jpg",214,320,"https://live.staticflickr.com/8241/8533563526_6b747a1161_z.jpg",427,640,"https://live.staticflickr.com/8241/8533563526_6b747a1161_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8241/8533563526_6b747a1161_b.jpg",683,1024,37.555402,12.37835,"c(37.555402, 12.37835)","1","All Rights Reserved","NA"
0,8533561408,"72948589@N00","c3075c3806",8087,9,"ETP-4840-20130123.jpg",NA,NA,NA,2013-03-06 05:24:36,2018-10-21 20:12:29,2013-01-23 14:31:45,0,0,174,0,0,16,0,"Tc6Z_ZpUVLrj07dHLA",56017381,NA,NA,NA,NA,"https://live.staticflickr.com/8087/8533561408_c3075c3806_s.jpg",75,75,"https://live.staticflickr.com/8087/8533561408_c3075c3806_t.jpg",67,100,"https://live.staticflickr.com/8087/8533561408_c3075c3806_m.jpg",160,240,"https://live.staticflickr.com/8087/8533561408_c3075c3806_q.jpg",150,150,"https://live.staticflickr.com/8087/8533561408_c3075c3806.jpg",334,500,"https://live.staticflickr.com/8087/8533561408_c3075c3806_n.jpg",214,320,"https://live.staticflickr.com/8087/8533561408_c3075c3806_z.jpg",427,640,"https://live.staticflickr.com/8087/8533561408_c3075c3806_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8087/8533561408_c3075c3806_b.jpg",683,1024,37.555861,12.385838,"c(37.555861, 12.385838)","1","All Rights Reserved","NA"
0,8533562672,"72948589@N00","9ac89ce587",8089,9,"ETP-4846-20130123.jpg",NA,NA,NA,2013-03-06 05:25:21,2018-10-21 20:12:28,2013-01-23 14:33:10,0,0,176,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8089/8533562672_9ac89ce587_s.jpg",75,75,"https://live.staticflickr.com/8089/8533562672_9ac89ce587_t.jpg",67,100,"https://live.staticflickr.com/8089/8533562672_9ac89ce587_m.jpg",160,240,"https://live.staticflickr.com/8089/8533562672_9ac89ce587_q.jpg",150,150,"https://live.staticflickr.com/8089/8533562672_9ac89ce587.jpg",334,500,"https://live.staticflickr.com/8089/8533562672_9ac89ce587_n.jpg",214,320,"https://live.staticflickr.com/8089/8533562672_9ac89ce587_z.jpg",427,640,"https://live.staticflickr.com/8089/8533562672_9ac89ce587_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8089/8533562672_9ac89ce587_b.jpg",683,1024,37.555144,12.379597,"c(37.555144, 12.379597)","1","All Rights Reserved","NA"
0,8532450809,"72948589@N00","b27624e11a",8239,9,"ETP-4843-20130123.jpg",NA,NA,NA,2013-03-06 05:24:49,2018-10-21 20:12:29,2013-01-23 14:32:51,0,0,80,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8239/8532450809_b27624e11a_s.jpg",75,75,"https://live.staticflickr.com/8239/8532450809_b27624e11a_t.jpg",67,100,"https://live.staticflickr.com/8239/8532450809_b27624e11a_m.jpg",160,240,"https://live.staticflickr.com/8239/8532450809_b27624e11a_q.jpg",150,150,"https://live.staticflickr.com/8239/8532450809_b27624e11a.jpg",334,500,"https://live.staticflickr.com/8239/8532450809_b27624e11a_n.jpg",214,320,"https://live.staticflickr.com/8239/8532450809_b27624e11a_z.jpg",427,640,"https://live.staticflickr.com/8239/8532450809_b27624e11a_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8239/8532450809_b27624e11a_b.jpg",683,1024,37.554941,12.38063,"c(37.554941, 12.38063)","1","All Rights Reserved","NA"
0,8533564442,"72948589@N00","b9887b86db",8100,9,"ETP-4853-20130123.jpg",NA,NA,NA,2013-03-06 05:26:18,2018-10-21 20:12:28,2013-01-23 14:34:13,0,0,257,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8100/8533564442_b9887b86db_s.jpg",75,75,"https://live.staticflickr.com/8100/8533564442_b9887b86db_t.jpg",67,100,"https://live.staticflickr.com/8100/8533564442_b9887b86db_m.jpg",160,240,"https://live.staticflickr.com/8100/8533564442_b9887b86db_q.jpg",150,150,"https://live.staticflickr.com/8100/8533564442_b9887b86db.jpg",334,500,"https://live.staticflickr.com/8100/8533564442_b9887b86db_n.jpg",214,320,"https://live.staticflickr.com/8100/8533564442_b9887b86db_z.jpg",427,640,"https://live.staticflickr.com/8100/8533564442_b9887b86db_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8100/8533564442_b9887b86db_b.jpg",683,1024,37.55708,12.372588,"c(37.55708, 12.372588)","1","All Rights Reserved","NA"
0,8532453727,"72948589@N00","c4471d1d3e",8529,9,"ETP-4854-20130123.jpg",NA,NA,NA,2013-03-06 05:26:29,2018-10-21 20:12:28,2013-01-23 14:34:37,0,0,126,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8529/8532453727_c4471d1d3e_s.jpg",75,75,"https://live.staticflickr.com/8529/8532453727_c4471d1d3e_t.jpg",67,100,"https://live.staticflickr.com/8529/8532453727_c4471d1d3e_m.jpg",160,240,"https://live.staticflickr.com/8529/8532453727_c4471d1d3e_q.jpg",150,150,"https://live.staticflickr.com/8529/8532453727_c4471d1d3e.jpg",334,500,"https://live.staticflickr.com/8529/8532453727_c4471d1d3e_n.jpg",214,320,"https://live.staticflickr.com/8529/8532453727_c4471d1d3e_z.jpg",427,640,"https://live.staticflickr.com/8529/8532453727_c4471d1d3e_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8529/8532453727_c4471d1d3e_b.jpg",683,1024,37.559447,12.368977,"c(37.559447, 12.368977)","1","All Rights Reserved","NA"
0,8533560716,"72948589@N00","304660ef8c",8251,9,"ETP-4838-20130123.jpg",NA,NA,NA,2013-03-06 05:24:12,2018-10-21 20:12:29,2013-01-23 14:31:41,0,0,185,0,0,16,0,"Tc6Z_ZpUVLrj07dHLA",56017381,NA,NA,NA,NA,"https://live.staticflickr.com/8251/8533560716_304660ef8c_s.jpg",75,75,"https://live.staticflickr.com/8251/8533560716_304660ef8c_t.jpg",67,100,"https://live.staticflickr.com/8251/8533560716_304660ef8c_m.jpg",160,240,"https://live.staticflickr.com/8251/8533560716_304660ef8c_q.jpg",150,150,"https://live.staticflickr.com/8251/8533560716_304660ef8c.jpg",334,500,"https://live.staticflickr.com/8251/8533560716_304660ef8c_n.jpg",214,320,"https://live.staticflickr.com/8251/8533560716_304660ef8c_z.jpg",427,640,"https://live.staticflickr.com/8251/8533560716_304660ef8c_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8251/8533560716_304660ef8c_b.jpg",683,1024,37.556255,12.385952,"c(37.556255, 12.385952)","1","All Rights Reserved","NA"
0,8532454103,"72948589@N00","6b2ea7e5a0",8377,9,"ETP-4856-20130123.jpg",NA,NA,NA,2013-03-06 05:26:43,2018-10-21 20:12:28,2013-01-23 14:37:10,0,0,108,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8377/8532454103_6b2ea7e5a0_s.jpg",75,75,"https://live.staticflickr.com/8377/8532454103_6b2ea7e5a0_t.jpg",67,100,"https://live.staticflickr.com/8377/8532454103_6b2ea7e5a0_m.jpg",160,240,"https://live.staticflickr.com/8377/8532454103_6b2ea7e5a0_q.jpg",150,150,"https://live.staticflickr.com/8377/8532454103_6b2ea7e5a0.jpg",334,500,"https://live.staticflickr.com/8377/8532454103_6b2ea7e5a0_n.jpg",214,320,"https://live.staticflickr.com/8377/8532454103_6b2ea7e5a0_z.jpg",427,640,"https://live.staticflickr.com/8377/8532454103_6b2ea7e5a0_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8377/8532454103_6b2ea7e5a0_b.jpg",683,1024,37.576497,12.34648,"c(37.576497, 12.34648)","1","All Rights Reserved","NA"
0,8532455761,"72948589@N00","ed2e6cb140",8381,9,"ETP-4861-20130123.jpg",NA,NA,NA,2013-03-06 05:27:43,2018-10-21 20:12:28,2013-01-23 14:37:48,0,0,87,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8381/8532455761_ed2e6cb140_s.jpg",75,75,"https://live.staticflickr.com/8381/8532455761_ed2e6cb140_t.jpg",67,100,"https://live.staticflickr.com/8381/8532455761_ed2e6cb140_m.jpg",160,240,"https://live.staticflickr.com/8381/8532455761_ed2e6cb140_q.jpg",150,150,"https://live.staticflickr.com/8381/8532455761_ed2e6cb140.jpg",334,500,"https://live.staticflickr.com/8381/8532455761_ed2e6cb140_n.jpg",214,320,"https://live.staticflickr.com/8381/8532455761_ed2e6cb140_z.jpg",427,640,"https://live.staticflickr.com/8381/8532455761_ed2e6cb140_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8381/8532455761_ed2e6cb140_b.jpg",683,1024,37.580083,12.339963,"c(37.580083, 12.339963)","1","All Rights Reserved","NA"
0,8532454439,"72948589@N00","15b1fe9dde",8100,9,"ETP-4857-20130123.jpg",NA,NA,NA,2013-03-06 05:26:55,2018-10-21 20:12:28,2013-01-23 14:37:10,0,0,130,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8100/8532454439_15b1fe9dde_s.jpg",75,75,"https://live.staticflickr.com/8100/8532454439_15b1fe9dde_t.jpg",67,100,"https://live.staticflickr.com/8100/8532454439_15b1fe9dde_m.jpg",160,240,"https://live.staticflickr.com/8100/8532454439_15b1fe9dde_q.jpg",150,150,"https://live.staticflickr.com/8100/8532454439_15b1fe9dde.jpg",334,500,"https://live.staticflickr.com/8100/8532454439_15b1fe9dde_n.jpg",214,320,"https://live.staticflickr.com/8100/8532454439_15b1fe9dde_z.jpg",427,640,"https://live.staticflickr.com/8100/8532454439_15b1fe9dde_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8100/8532454439_15b1fe9dde_b.jpg",683,1024,37.576497,12.34648,"c(37.576497, 12.34648)","1","All Rights Reserved","NA"
0,8532452977,"72948589@N00","55ae87cf14",8106,9,"ETP-4852-20130123_tonemapped.jpg",NA,NA,NA,2013-03-06 05:26:05,2018-10-21 20:12:28,2013-01-23 14:34:01,0,0,154,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8106/8532452977_55ae87cf14_s.jpg",75,75,"https://live.staticflickr.com/8106/8532452977_55ae87cf14_t.jpg",67,100,"https://live.staticflickr.com/8106/8532452977_55ae87cf14_m.jpg",160,240,"https://live.staticflickr.com/8106/8532452977_55ae87cf14_q.jpg",150,150,"https://live.staticflickr.com/8106/8532452977_55ae87cf14.jpg",334,500,"https://live.staticflickr.com/8106/8532452977_55ae87cf14_n.jpg",214,320,"https://live.staticflickr.com/8106/8532452977_55ae87cf14_z.jpg",427,640,"https://live.staticflickr.com/8106/8532452977_55ae87cf14_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8106/8532452977_55ae87cf14_b.jpg",683,1024,37.556261,12.374227,"c(37.556261, 12.374227)","1","All Rights Reserved","NA"
0,8533563154,"72948589@N00","5685732b7a",8104,9,"ETP-4850-20130123.jpg",NA,NA,NA,2013-03-06 05:25:37,2018-10-21 20:12:28,2013-01-23 14:33:26,0,0,101,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8104/8533563154_5685732b7a_s.jpg",75,75,"https://live.staticflickr.com/8104/8533563154_5685732b7a_t.jpg",67,100,"https://live.staticflickr.com/8104/8533563154_5685732b7a_m.jpg",160,240,"https://live.staticflickr.com/8104/8533563154_5685732b7a_q.jpg",150,150,"https://live.staticflickr.com/8104/8533563154_5685732b7a.jpg",334,500,"https://live.staticflickr.com/8104/8533563154_5685732b7a_n.jpg",214,320,"https://live.staticflickr.com/8104/8533563154_5685732b7a_z.jpg",427,640,"https://live.staticflickr.com/8104/8533563154_5685732b7a_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8104/8533563154_5685732b7a_b.jpg",683,1024,37.555313,12.378744,"c(37.555313, 12.378744)","1","All Rights Reserved","NA"
0,8532450053,"72948589@N00","8c79932aec",8370,9,"ETP-4839-20130123.jpg",NA,NA,NA,2013-03-06 05:24:22,2018-10-21 20:12:29,2013-01-23 14:31:42,0,0,290,0,0,16,0,"Tc6Z_ZpUVLrj07dHLA",56017381,NA,NA,NA,NA,"https://live.staticflickr.com/8370/8532450053_8c79932aec_s.jpg",75,75,"https://live.staticflickr.com/8370/8532450053_8c79932aec_t.jpg",67,100,"https://live.staticflickr.com/8370/8532450053_8c79932aec_m.jpg",160,240,"https://live.staticflickr.com/8370/8532450053_8c79932aec_q.jpg",150,150,"https://live.staticflickr.com/8370/8532450053_8c79932aec.jpg",334,500,"https://live.staticflickr.com/8370/8532450053_8c79932aec_n.jpg",214,320,"https://live.staticflickr.com/8370/8532450053_8c79932aec_z.jpg",427,640,"https://live.staticflickr.com/8370/8532450053_8c79932aec_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8370/8532450053_8c79932aec_b.jpg",683,1024,37.556163,12.385908,"c(37.556163, 12.385908)","1","All Rights Reserved","NA"
